fecha_hecho,latitud,longitud,sexo,edad,estado_civil,medio_transporte,modalidad,conducta_especial,arma_medio,nombre_barrio,codigo_barrio,codigo_comuna,lugar,sede_receptora,bien,categoria_bien,color,fecha,lat,lon,id_hecho,coord_imputada,edad_imputada,comuna,anio,mes,hora,dia,anio_mes,franja
01/01/2017 16:00,627.623.616,-7.555.353.312,Hombre,37.0,Casado(a),Taxi,Atraco,De celular,Arma de fuego,Campo Valdés No.1,#0410,4,Vía pública,Aranjuez,Celular,Tecnología,Negro,2017-01-01 16:00:00,6.27623616,-75.55353312,2017-01-01 16:00:00|627.623.616|-7.555.353.312|Hombre|37.0|Campo Valdés No.1|Vía pública|Atraco,False,False,Aranjuez,2017,1,16,Domingo,2017-01-01,Tarde (12-17)
01/01/2017 16:00,621.907.115,-7.560.299.601,Mujer,29.0,Unión marital de hecho,Taxi,Descuido,No,No,La Loma de los Bernal,#1611,16,Vía pública,Belén,Elementos escolares,Elementos escolares,,2017-01-01 16:00:00,6.21907115,-75.60299601,2017-01-01 16:00:00|621.907.115|-7.560.299.601|Mujer|29.0|La Loma de los Bernal|Vía pública|Descuido,False,False,Belén,2017,1,16,Domingo,2017-01-01,Tarde (12-17)
01/01/2017 16:00,621.907.115,-7.560.299.601,Mujer,29.0,Unión marital de hecho,Taxi,Descuido,No,No,La Loma de los Bernal,#1611,16,Vía pública,Belén,Computador,Tecnología,,2017-01-01 16:00:00,6.21907115,-75.60299601,2017-01-01 16:00:00|621.907.115|-7.560.299.601|Mujer|29.0|La Loma de los Bernal|Vía pública|Descuido,False,False,Belén,2017,1,16,Domingo,2017-01-01,Tarde (12-17)
02/01/2017 10:30,624.275.379,-7.554.836.478,Hombre,36.0,Casado(a),Taxi,Atraco,A taxista,Arma de fuego,El Pinal,#0810,8,Vía pública,Villa Hermosa,Peso,"Dinero, joyas, piedras preciosas y título valor",,2017-01-02 10:30:00,6.24275379,-75.54836478,2017-01-02 10:30:00|624.275.379|-7.554.836.478|Hombre|36.0|El Pinal|Vía pública|Atraco,False,False,Villa Hermosa,2017,1,10,Lunes,2017-01-01,Mañana (6-11)
02/01/2017 10:30,624.275.379,-7.554.836.478,Hombre,36.0,Casado(a),Taxi,Atraco,A taxista,Arma de fuego,El Pinal,#0810,8,Vía pública,Villa Hermosa,Celular,Tecnología,Blanco,2017-01-02 10:30:00,6.24275379,-75.54836478,2017-01-02 10:30:00|624.275.379|-7.554.836.478|Hombre|36.0|El Pinal|Vía pública|Atraco,False,False,Villa Hermosa,2017,1,10,Lunes,2017-01-01,Mañana (6-11)
02/01/2017 8:30,622.272.947,-7.558.425.274,Hombre,22.0,Casado(a),Taxi,Atraco,A taxista,Arma de fuego,Santa Fé,#1504,15,Vía pública,Belén,Peso,"Dinero, joyas, piedras preciosas y título valor",,2017-01-02 08:30:00,6.22272947,-75.58425274,2017-01-02 08:30:00|622.272.947|-7.558.425.274|Hombre|22.0|Santa Fé|Vía pública|Atraco,False,False,Guayabal,2017,1,8,Lunes,2017-01-01,Mañana (6-11)
03/01/2017 7:00,629.045.179,-7.556.460.824,Hombre,35.0,Unión marital de hecho,Metro,Cosquilleo,,No,Tricentenario,#0510,5,Estación del Metro,Castilla,Billetera,Prendas de vestir y accesorios,,2017-01-03 07:00:00,6.29045179,-75.56460824,2017-01-03 07:00:00|629.045.179|-7.556.460.824|Hombre|35.0|Tricentenario|Estación del Metro|Cosquilleo,False,False,Castilla,2017,1,7,Martes,2017-01-01,Mañana (6-11)
03/01/2017 7:00,629.045.179,-7.556.460.824,Hombre,35.0,Unión marital de hecho,Metro,Cosquilleo,,No,Tricentenario,#0510,5,Estación del Metro,Castilla,Cédula,Documentos,,2017-01-03 07:00:00,6.29045179,-75.56460824,2017-01-03 07:00:00|629.045.179|-7.556.460.824|Hombre|35.0|Tricentenario|Estación del Metro|Cosquilleo,False,False,Castilla,2017,1,7,Martes,2017-01-01,Mañana (6-11)
04/01/2017 15:00,627.210.659,-7.556.045.631,Hombre,26.0,Soltero(a),Taxi,Atraco,,Arma de fuego,Brasilia,#0414,4,Vía pública,Aranjuez,Celular,Tecnología,,2017-01-04 15:00:00,6.27210659,-75.56045631,2017-01-04 15:00:00|627.210.659|-7.556.045.631|Hombre|26.0|Brasilia|Vía pública|Atraco,False,False,Aranjuez,2017,1,15,Miércoles,2017-01-01,Tarde (12-17)
04/01/2017 17:00,620.326.723,-755.593.313,Hombre,52.0,Casado(a),Taxi,Atraco,No,Arma de fuego,El Tesoro,#1409,14,Vía pública,Poblado,Accesorios prendas de vestir,Prendas de vestir y accesorios,Verde,2017-01-04 17:00:00,6.20326723,-75.5593313,2017-01-04 17:00:00|620.326.723|-755.593.313|Hombre|52.0|El Tesoro|Vía pública|Atraco,False,False,El Poblado,2017,1,17,Miércoles,2017-01-01,Tarde (12-17)
04/01/2017 17:00,620.326.723,-755.593.313,Hombre,52.0,Casado(a),Taxi,Atraco,No,Arma de fuego,El Tesoro,#1409,14,Vía pública,Poblado,Celular,Tecnología,Plata,2017-01-04 17:00:00,6.20326723,-75.5593313,2017-01-04 17:00:00|620.326.723|-755.593.313|Hombre|52.0|El Tesoro|Vía pública|Atraco,False,False,El Poblado,2017,1,17,Miércoles,2017-01-01,Tarde (12-17)
04/01/2017 15:00,627.210.659,-7.556.045.631,Hombre,26.0,Soltero(a),Taxi,Atraco,,Arma de fuego,Brasilia,#0414,4,Vía pública,Aranjuez,Radio,Tecnología,,2017-01-04 15:00:00,6.27210659,-75.56045631,2017-01-04 15:00:00|627.210.659|-7.556.045.631|Hombre|26.0|Brasilia|Vía pública|Atraco,False,False,Aranjuez,2017,1,15,Miércoles,2017-01-01,Tarde (12-17)
04/01/2017 17:00,620.326.723,-755.593.313,Hombre,52.0,Casado(a),Taxi,Atraco,No,Arma de fuego,El Tesoro,#1409,14,Vía pública,Poblado,Celular,Tecnología,Negro,2017-01-04 17:00:00,6.20326723,-75.5593313,2017-01-04 17:00:00|620.326.723|-755.593.313|Hombre|52.0|El Tesoro|Vía pública|Atraco,False,False,El Poblado,2017,1,17,Miércoles,2017-01-01,Tarde (12-17)
04/01/2017 17:00,620.326.723,-755.593.313,Hombre,52.0,Casado(a),Taxi,Atraco,No,Arma de fuego,El Tesoro,#1409,14,Vía pública,Poblado,Accesorios prendas de vestir,Prendas de vestir y accesorios,Plata,2017-01-04 17:00:00,6.20326723,-75.5593313,2017-01-04 17:00:00|620.326.723|-755.593.313|Hombre|52.0|El Tesoro|Vía pública|Atraco,False,False,El Poblado,2017,1,17,Miércoles,2017-01-01,Tarde (12-17)
04/01/2017 17:00,620.326.723,-755.593.313,Hombre,52.0,Casado(a),Taxi,Atraco,No,Arma de fuego,El Tesoro,#1409,14,Vía pública,Poblado,Elementos escolares,Elementos escolares,Negro,2017-01-04 17:00:00,6.20326723,-75.5593313,2017-01-04 17:00:00|620.326.723|-755.593.313|Hombre|52.0|El Tesoro|Vía pública|Atraco,False,False,El Poblado,2017,1,17,Miércoles,2017-01-01,Tarde (12-17)
04/01/2017 17:00,620.326.723,-755.593.313,Hombre,52.0,Casado(a),Taxi,Atraco,No,Arma de fuego,El Tesoro,#1409,14,Vía pública,Poblado,Peso,"Dinero, joyas, piedras preciosas y título valor",,2017-01-04 17:00:00,6.20326723,-75.5593313,2017-01-04 17:00:00|620.326.723|-755.593.313|Hombre|52.0|El Tesoro|Vía pública|Atraco,False,False,El Poblado,2017,1,17,Miércoles,2017-01-01,Tarde (12-17)
04/01/2017 17:00,620.326.723,-755.593.313,Hombre,52.0,Casado(a),Taxi,Atraco,No,Arma de fuego,El Tesoro,#1409,14,Vía pública,Poblado,Accesorios prendas de vestir,Prendas de vestir y accesorios,Oro,2017-01-04 17:00:00,6.20326723,-75.5593313,2017-01-04 17:00:00|620.326.723|-755.593.313|Hombre|52.0|El Tesoro|Vía pública|Atraco,False,False,El Poblado,2017,1,17,Miércoles,2017-01-01,Tarde (12-17)
05/01/2017 21:20,628.071.258,-7.557.456.728,Mujer,44.0,Unión marital de hecho,Taxi,Descuido,No,No,Córdoba,#0709,7,Bus de servicio público,Castilla,Celular,Tecnología,,2017-01-05 21:20:00,6.28071258,-75.57456728,2017-01-05 21:20:00|628.071.258|-7.557.456.728|Mujer|44.0|Córdoba|Bus de servicio público|Descuido,False,False,Robledo,2017,1,21,Jueves,2017-01-01,Noche (18-23)
05/01/2017 21:20,628.071.258,-7.557.456.728,Mujer,44.0,Unión marital de hecho,Taxi,Descuido,No,No,Córdoba,#0709,7,Bus de servicio público,Castilla,Peso,"Dinero, joyas, piedras preciosas y título valor",,2017-01-05 21:20:00,6.28071258,-75.57456728,2017-01-05 21:20:00|628.071.258|-7.557.456.728|Mujer|44.0|Córdoba|Bus de servicio público|Descuido,False,False,Robledo,2017,1,21,Jueves,2017-01-01,Noche (18-23)
06/01/2017 17:15,623.060.064,-7.557.500.448,Hombre,30.0,Unión marital de hecho,Metro,Cosquilleo,De celular,No,Barrio Colombia,#1401,14,Estación del Metro,Poblado,Celular,Tecnología,Negro,2017-01-06 17:15:00,6.23060064,-75.57500448,2017-01-06 17:15:00|623.060.064|-7.557.500.448|Hombre|30.0|Barrio Colombia|Estación del Metro|Cosquilleo,False,False,El Poblado,2017,1,17,Viernes,2017-01-01,Tarde (12-17)
06/01/2017 13:00,625.705.178,-7.556.632.157,Hombre,35.0,Unión marital de hecho,Metro,Cosquilleo,De celular,No,Jesús Nazareno,#1003,10,Estación del Metro,Candelaria,Celular,Tecnología,Negro,2017-01-06 13:00:00,6.25705178,-75.56632157,2017-01-06 13:00:00|625.705.178|-7.556.632.157|Hombre|35.0|Jesús Nazareno|Estación del Metro|Cosquilleo,False,False,La Candelaria,2017,1,13,Viernes,2017-01-01,Tarde (12-17)
07/01/2017 15:50,623.125.657,-7.560.099.509,Mujer,22.0,Casado(a),Autobus,Atraco,,Objeto contundente,Belén,#1603,16,Bus de servicio público,Belén,Celular,Tecnología,,2017-01-07 15:50:00,6.23125657,-75.60099509,2017-01-07 15:50:00|623.125.657|-7.560.099.509|Mujer|22.0|Belén|Bus de servicio público|Atraco,False,False,Belén,2017,1,15,Sábado,2017-01-01,Tarde (12-17)
07/01/2017 15:50,623.125.657,-7.560.099.509,Mujer,22.0,Casado(a),Autobus,Atraco,,Objeto contundente,Belén,#1603,16,Bus de servicio público,Belén,Accesorios prendas de vestir,Prendas de vestir y accesorios,,2017-01-07 15:50:00,6.23125657,-75.60099509,2017-01-07 15:50:00|623.125.657|-7.560.099.509|Mujer|22.0|Belén|Bus de servicio público|Atraco,False,False,Belén,2017,1,15,Sábado,2017-01-01,Tarde (12-17)
07/01/2017 16:40,625.265.169,-7.556.854.036,Mujer,50.0,Unión marital de hecho,Taxi,Atraco,De celular,Arma cortopunzante,La Candelaria,#1019,10,Vía pública,Candelaria,Celular,Tecnología,,2017-01-07 16:40:00,6.25265169,-75.56854036,2017-01-07 16:40:00|625.265.169|-7.556.854.036|Mujer|50.0|La Candelaria|Vía pública|Atraco,False,False,La Candelaria,2017,1,16,Sábado,2017-01-01,Tarde (12-17)
08/01/2017 16:00,628.388.665,-7.558.346.953,Mujer,33.0,Unión marital de hecho,Taxi,Atraco,No,Escopolamina,López de Mesa,#0710,7,Vía pública,Castilla,Peso,"Dinero, joyas, piedras preciosas y título valor",,2017-01-08 16:00:00,6.28388665,-75.58346953,2017-01-08 16:00:00|628.388.665|-7.558.346.953|Mujer|33.0|López de Mesa|Vía pública|Atraco,False,False,Robledo,2017,1,16,Domingo,2017-01-01,Tarde (12-17)
08/01/2017 23:20,624.175.126,-7.555.137.958,Hombre,39.0,Unión marital de hecho,Taxi,Atraco,No,Arma de fuego,Barrio Caycedo,#0906,9,Vía pública,Buenos Aires,Peso,"Dinero, joyas, piedras preciosas y título valor",,2017-01-08 23:20:00,6.24175126,-75.55137958,2017-01-08 23:20:00|624.175.126|-7.555.137.958|Hombre|39.0|Barrio Caycedo|Vía pública|Atraco,False,False,Buenos Aires,2017,1,23,Domingo,2017-01-01,Noche (18-23)
08/01/2017 20:30,625.445.399,-7.556.931.493,Hombre,62.0,Soltero(a),Taxi,Atraco,No,Arma cortopunzante,Estación Villa,#1005,10,Vía pública,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",,2017-01-08 20:30:00,6.25445399,-75.56931493,2017-01-08 20:30:00|625.445.399|-7.556.931.493|Hombre|62.0|Estación Villa|Vía pública|Atraco,False,False,La Candelaria,2017,1,20,Domingo,2017-01-01,Noche (18-23)
09/01/2017 16:00,630.020.091,-7.555.223.513,Hombre,56.0,Unión marital de hecho,Taxi,Atraco,A taxista,Arma cortopunzante,La Francia,#0205,2,Vía pública,Santa Cruz,Celular,Tecnología,,2017-01-09 16:00:00,6.30020091,-75.55223513,2017-01-09 16:00:00|630.020.091|-7.555.223.513|Hombre|56.0|La Francia|Vía pública|Atraco,False,False,Santa Cruz,2017,1,16,Lunes,2017-01-01,Tarde (12-17)
10/01/2017 16:00,623.050.465,-7.557.530.489,Mujer,36.0,Unión marital de hecho,Metro,Cosquilleo,No,No,Barrio Colombia,#1401,14,Estación del Metro,Poblado,Cédula,Documentos,,2017-01-10 16:00:00,6.23050465,-75.57530489,2017-01-10 16:00:00|623.050.465|-7.557.530.489|Mujer|36.0|Barrio Colombia|Estación del Metro|Cosquilleo,False,False,El Poblado,2017,1,16,Martes,2017-01-01,Tarde (12-17)
10/01/2017 11:20,622.123.628,-7.558.024.015,Mujer,32.0,Casado(a),Taxi,Atraco,De celular,Arma de fuego,Santa Fé,#1504,15,Vía pública,Belén,Celular,Tecnología,Blanco,2017-01-10 11:20:00,6.22123628,-75.58024015,2017-01-10 11:20:00|622.123.628|-7.558.024.015|Mujer|32.0|Santa Fé|Vía pública|Atraco,False,False,Guayabal,2017,1,11,Martes,2017-01-01,Mañana (6-11)
10/01/2017 10:30,625.325.359,-7.558.292.236,Mujer,29.0,Unión marital de hecho,Metro,Cosquilleo,De celular,No,Suramericana,#1102,11,Estación del Metro,Laureles,Celular,Tecnología,,2017-01-10 10:30:00,6.25325359,-75.58292236,2017-01-10 10:30:00|625.325.359|-7.558.292.236|Mujer|29.0|Suramericana|Estación del Metro|Cosquilleo,False,False,Laureles-Estadio,2017,1,10,Martes,2017-01-01,Mañana (6-11)
10/01/2017 16:00,623.050.465,-7.557.530.489,Mujer,36.0,Unión marital de hecho,Metro,Cosquilleo,No,No,Barrio Colombia,#1401,14,Estación del Metro,Poblado,Peso,"Dinero, joyas, piedras preciosas y título valor",,2017-01-10 16:00:00,6.23050465,-75.57530489,2017-01-10 16:00:00|623.050.465|-7.557.530.489|Mujer|36.0|Barrio Colombia|Estación del Metro|Cosquilleo,False,False,El Poblado,2017,1,16,Martes,2017-01-01,Tarde (12-17)
11/01/2017 9:30,625.721.029,-7.556.680.765,Hombre,52.0,Unión marital de hecho,Autobus,Cosquilleo,De celular,No,Jesús Nazareno,#1003,10,Bus de servicio público,Candelaria,Celular,Tecnología,,2017-01-11 09:30:00,6.25721029,-75.56680765,2017-01-11 09:30:00|625.721.029|-7.556.680.765|Hombre|52.0|Jesús Nazareno|Bus de servicio público|Cosquilleo,False,False,La Candelaria,2017,1,9,Miércoles,2017-01-01,Mañana (6-11)
12/01/2017 16:00,621.307.357,-7.557.763.123,Hombre,22.0,Soltero(a),Metro,Cosquilleo,De celular,No,Patio Bonito,#1421,14,Estación del Metro,Poblado,Celular,Tecnología,,2017-01-12 16:00:00,6.21307357,-75.57763123,2017-01-12 16:00:00|621.307.357|-7.557.763.123|Hombre|22.0|Patio Bonito|Estación del Metro|Cosquilleo,False,False,El Poblado,2017,1,16,Jueves,2017-01-01,Tarde (12-17)
12/01/2017 12:00,623.794.909,-7.560.840.335,Hombre,34.0,,Taxi,Descuido,,No,La Castellana,#1110,11,Vía pública,Laureles,Computador,Tecnología,,2017-01-12 12:00:00,6.23794909,-75.60840335,2017-01-12 12:00:00|623.794.909|-7.560.840.335|Hombre|34.0|La Castellana|Vía pública|Descuido,False,False,Laureles-Estadio,2017,1,12,Jueves,2017-01-01,Tarde (12-17)
14/01/2017 14:30,630.003.749,-7.555.846.852,Mujer,35.0,Unión marital de hecho,Metro,Cosquilleo,,No,Héctor Abad Gómez,#0507,5,Estación del Metro,Castilla,Accesorios prendas de vestir,Prendas de vestir y accesorios,,2017-01-14 14:30:00,6.30003749,-75.55846852,2017-01-14 14:30:00|630.003.749|-7.555.846.852|Mujer|35.0|Héctor Abad Gómez|Estación del Metro|Cosquilleo,False,False,Castilla,2017,1,14,Sábado,2017-01-01,Tarde (12-17)
14/01/2017 14:30,630.003.749,-7.555.846.852,Mujer,35.0,Unión marital de hecho,Metro,Cosquilleo,,No,Héctor Abad Gómez,#0507,5,Estación del Metro,Castilla,Cédula,Documentos,Amarillo,2017-01-14 14:30:00,6.30003749,-75.55846852,2017-01-14 14:30:00|630.003.749|-7.555.846.852|Mujer|35.0|Héctor Abad Gómez|Estación del Metro|Cosquilleo,False,False,Castilla,2017,1,14,Sábado,2017-01-01,Tarde (12-17)
14/01/2017 14:15,625.088.062,-7.556.738.164,Mujer,46.0,Soltero(a),Taxi,Atraco,De celular,Arma cortopunzante,La Candelaria,#1019,10,Vía pública,Candelaria,Celular,Tecnología,,2017-01-14 14:15:00,6.25088062,-75.56738164,2017-01-14 14:15:00|625.088.062|-7.556.738.164|Mujer|46.0|La Candelaria|Vía pública|Atraco,False,False,La Candelaria,2017,1,14,Sábado,2017-01-01,Tarde (12-17)
14/01/2017 16:10,626.419.053,-7.556.744.849,Mujer,36.0,Soltero(a),Autobus,Raponazo,De celular,No,Jesús Nazareno,#1003,10,Vía pública,Candelaria,Celular,Tecnología,Gris,2017-01-14 16:10:00,6.26419053,-75.56744849,2017-01-14 16:10:00|626.419.053|-7.556.744.849|Mujer|36.0|Jesús Nazareno|Vía pública|Raponazo,False,False,La Candelaria,2017,1,16,Sábado,2017-01-01,Tarde (12-17)
14/01/2017 16:50,628.168.038,-7.560.442.831,Mujer,33.0,Casado(a),Taxi,Descuido,,No,Cucaracho,#0718,7,Vía pública,Castilla,Computador,Tecnología,,2017-01-14 16:50:00,6.28168038,-75.60442831,2017-01-14 16:50:00|628.168.038|-7.560.442.831|Mujer|33.0|Cucaracho|Vía pública|Descuido,False,False,Robledo,2017,1,16,Sábado,2017-01-01,Tarde (12-17)
16/01/2017 6:30,619.756.867,-7.559.001.412,Mujer,49.0,Soltero(a),Autobus,Cosquilleo,No,No,La Colina,#1511,15,Bus de servicio público,Belén,Cédula,Documentos,,2017-01-16 06:30:00,6.19756867,-75.59001412,2017-01-16 06:30:00|619.756.867|-7.559.001.412|Mujer|49.0|La Colina|Bus de servicio público|Cosquilleo,False,False,Guayabal,2017,1,6,Lunes,2017-01-01,Mañana (6-11)
16/01/2017 6:30,619.756.867,-7.559.001.412,Mujer,49.0,Soltero(a),Autobus,Cosquilleo,No,No,La Colina,#1511,15,Bus de servicio público,Belén,Peso,"Dinero, joyas, piedras preciosas y título valor",,2017-01-16 06:30:00,6.19756867,-75.59001412,2017-01-16 06:30:00|619.756.867|-7.559.001.412|Mujer|49.0|La Colina|Bus de servicio público|Cosquilleo,False,False,Guayabal,2017,1,6,Lunes,2017-01-01,Mañana (6-11)
17/01/2017 23:00,620.922.971,-7.556.816.217,Hombre,25.0,Casado(a),Taxi,Descuido,No,No,El Poblado,#1418,14,Vía pública,Poblado,Computador,Tecnología,Negro,2017-01-17 23:00:00,6.20922971,-75.56816217,2017-01-17 23:00:00|620.922.971|-7.556.816.217|Hombre|25.0|El Poblado|Vía pública|Descuido,False,False,El Poblado,2017,1,23,Martes,2017-01-01,Noche (18-23)
17/01/2017 6:10,630.020.948,-7.555.869.129,Hombre,27.0,Unión marital de hecho,Metro,Cosquilleo,De celular,No,Héctor Abad Gómez,#0507,5,Estación del Metro,Castilla,Celular,Tecnología,,2017-01-17 06:10:00,6.30020948,-75.55869129,2017-01-17 06:10:00|630.020.948|-7.555.869.129|Hombre|27.0|Héctor Abad Gómez|Estación del Metro|Cosquilleo,False,False,Castilla,2017,1,6,Martes,2017-01-01,Mañana (6-11)
18/01/2017 19:00,624.458.821,-7.559.471.335,Hombre,59.0,Casado(a),Taxi,Atraco,De celular,Arma cortopunzante,Laureles,#1108,11,Vía pública,Laureles,Celular,Tecnología,,2017-01-18 19:00:00,6.24458821,-75.59471335,2017-01-18 19:00:00|624.458.821|-7.559.471.335|Hombre|59.0|Laureles|Vía pública|Atraco,False,False,Laureles-Estadio,2017,1,19,Miércoles,2017-01-01,Noche (18-23)
18/01/2017 2:00,629.630.109,-7.558.611.956,Hombre,25.0,Soltero(a),Taxi,Atraco,A taxista,Arma de fuego,Picacho,#0608,6,Bus de servicio público,Doce de Octubre,Peso,"Dinero, joyas, piedras preciosas y título valor",,2017-01-18 02:00:00,6.29630109,-75.58611956,2017-01-18 02:00:00|629.630.109|-7.558.611.956|Hombre|25.0|Picacho|Bus de servicio público|Atraco,False,False,Doce de Octubre,2017,1,2,Miércoles,2017-01-01,Madrugada (0-5)
18/01/2017 19:30,625.474.158,-7.557.832.939,Mujer,26.0,Soltero(a),Autobus,Raponazo,No,No,Carlos E. Restrepo,#1101,11,Vía pública,Laureles,Celular,Tecnología,Oro,2017-01-18 19:30:00,6.25474158,-75.57832939,2017-01-18 19:30:00|625.474.158|-7.557.832.939|Mujer|26.0|Carlos E. Restrepo|Vía pública|Raponazo,False,False,Laureles-Estadio,2017,1,19,Miércoles,2017-01-01,Noche (18-23)
18/01/2017 7:30,629.992.462,-7.555.633.598,Mujer,36.0,Soltero(a),Autobus,Cosquilleo,,No,La Francia,#0205,2,Vía pública,Santa Cruz,Billetera,Prendas de vestir y accesorios,,2017-01-18 07:30:00,6.29992462,-75.55633598,2017-01-18 07:30:00|629.992.462|-7.555.633.598|Mujer|36.0|La Francia|Vía pública|Cosquilleo,False,False,Santa Cruz,2017,1,7,Miércoles,2017-01-01,Mañana (6-11)
19/01/2017 9:00,621.124.247,-7.557.004.776,Hombre,45.0,Soltero(a),Taxi,Atraco,De celular,Arma de fuego,El Poblado,#1418,14,Vía pública,Poblado,Celular,Tecnología,,2017-01-19 09:00:00,6.21124247,-75.57004776,2017-01-19 09:00:00|621.124.247|-7.557.004.776|Hombre|45.0|El Poblado|Vía pública|Atraco,False,False,El Poblado,2017,1,9,Jueves,2017-01-01,Mañana (6-11)
19/01/2017 16:30,621.300.233,-7.557.784.762,Mujer,45.0,Casado(a),Metro,Cosquilleo,,No,Patio Bonito,#1421,14,Estación del Metro,Poblado,Peso,"Dinero, joyas, piedras preciosas y título valor",,2017-01-19 16:30:00,6.21300233,-75.57784762,2017-01-19 16:30:00|621.300.233|-7.557.784.762|Mujer|45.0|Patio Bonito|Estación del Metro|Cosquilleo,False,False,El Poblado,2017,1,16,Jueves,2017-01-01,Tarde (12-17)
19/01/2017 16:30,621.300.233,-7.557.784.762,Mujer,45.0,Casado(a),Metro,Cosquilleo,,No,Patio Bonito,#1421,14,Estación del Metro,Poblado,Celular,Tecnología,,2017-01-19 16:30:00,6.21300233,-75.57784762,2017-01-19 16:30:00|621.300.233|-7.557.784.762|Mujer|45.0|Patio Bonito|Estación del Metro|Cosquilleo,False,False,El Poblado,2017,1,16,Jueves,2017-01-01,Tarde (12-17)
20/01/2017 9:00,625.035.004,-7.556.047.228,Mujer,58.0,Soltero(a),Autobus,Cosquilleo,No,No,Boston,#1016,10,Vehículo particular,Candelaria,Cédula,Documentos,,2017-01-20 09:00:00,6.25035004,-75.56047228,2017-01-20 09:00:00|625.035.004|-7.556.047.228|Mujer|58.0|Boston|Vehículo particular|Cosquilleo,False,False,La Candelaria,2017,1,9,Viernes,2017-01-01,Mañana (6-11)
20/01/2017 19:45,628.790.303,-7.557.021.406,Mujer,28.0,Soltero(a),Taxi,Atraco,De celular,Arma de fuego,Castilla,#0511,5,Vía pública,Castilla,Celular,Tecnología,,2017-01-20 19:45:00,6.28790303,-75.57021406,2017-01-20 19:45:00|628.790.303|-7.557.021.406|Mujer|28.0|Castilla|Vía pública|Atraco,False,False,Castilla,2017,1,19,Viernes,2017-01-01,Noche (18-23)
20/01/2017 9:00,625.035.004,-7.556.047.228,Mujer,58.0,Soltero(a),Autobus,Cosquilleo,No,No,Boston,#1016,10,Vehículo particular,Candelaria,Peso,"Dinero, joyas, piedras preciosas y título valor",,2017-01-20 09:00:00,6.25035004,-75.56047228,2017-01-20 09:00:00|625.035.004|-7.556.047.228|Mujer|58.0|Boston|Vehículo particular|Cosquilleo,False,False,La Candelaria,2017,1,9,Viernes,2017-01-01,Mañana (6-11)
21/01/2017 14:25,624.278.046,-7.555.483.427,Hombre,32.0,Unión marital de hecho,Taxi,Atraco,,Arma de fuego,Barrio Caycedo,#0906,9,Vía pública,Buenos Aires,Peso,"Dinero, joyas, piedras preciosas y título valor",,2017-01-21 14:25:00,6.24278046,-75.55483427,2017-01-21 14:25:00|624.278.046|-7.555.483.427|Hombre|32.0|Barrio Caycedo|Vía pública|Atraco,False,False,Buenos Aires,2017,1,14,Sábado,2017-01-01,Tarde (12-17)
21/01/2017 14:25,624.278.046,-7.555.483.427,Hombre,32.0,Unión marital de hecho,Taxi,Atraco,,Arma de fuego,Barrio Caycedo,#0906,9,Vía pública,Buenos Aires,Celular,Tecnología,,2017-01-21 14:25:00,6.24278046,-75.55483427,2017-01-21 14:25:00|624.278.046|-7.555.483.427|Hombre|32.0|Barrio Caycedo|Vía pública|Atraco,False,False,Buenos Aires,2017,1,14,Sábado,2017-01-01,Tarde (12-17)
21/01/2017 15:00,624.975.546,-7.559.122.648,Mujer,34.0,Unión marital de hecho,Taxi,Atraco,De celular,Arma de fuego,Florida Nueva,#1117,11,Vía pública,Laureles,Celular,Tecnología,Blanco,2017-01-21 15:00:00,6.24975546,-75.59122648,2017-01-21 15:00:00|624.975.546|-7.559.122.648|Mujer|34.0|Florida Nueva|Vía pública|Atraco,False,False,Laureles-Estadio,2017,1,15,Sábado,2017-01-01,Tarde (12-17)
22/01/2017 19:30,624.432.158,-7.556.980.904,Mujer,24.0,Soltero(a),Taxi,Atraco,De celular,Arma cortopunzante,Barrio Colón,#1013,10,Vía pública,Candelaria,Celular,Tecnología,,2017-01-22 19:30:00,6.24432158,-75.56980904,2017-01-22 19:30:00|624.432.158|-7.556.980.904|Mujer|24.0|Barrio Colón|Vía pública|Atraco,False,False,La Candelaria,2017,1,19,Domingo,2017-01-01,Noche (18-23)
22/01/2017 19:00,624.986.211,-755.687.603,Hombre,34.0,Soltero(a),Taxi,Atraco,,Arma cortopunzante,La Candelaria,#1019,10,Vía pública,Candelaria,Celular,Tecnología,,2017-01-22 19:00:00,6.24986211,-75.5687603,2017-01-22 19:00:00|624.986.211|-755.687.603|Hombre|34.0|La Candelaria|Vía pública|Atraco,False,False,La Candelaria,2017,1,19,Domingo,2017-01-01,Noche (18-23)
23/01/2017 15:10,622.961.942,-7.557.562.675,Hombre,28.0,Unión marital de hecho,Metro,Cosquilleo,De celular,No,Barrio Colombia,#1401,14,Estación del Metro,Poblado,Celular,Tecnología,Negro,2017-01-23 15:10:00,6.22961942,-75.57562675,2017-01-23 15:10:00|622.961.942|-7.557.562.675|Hombre|28.0|Barrio Colombia|Estación del Metro|Cosquilleo,False,False,El Poblado,2017,1,15,Lunes,2017-01-01,Tarde (12-17)
23/01/2017 17:30,625.236.573,-7.556.767.535,Mujer,31.0,Soltero(a),Autobus,Raponazo,De celular,No,La Candelaria,#1019,10,Vía pública,Candelaria,Celular,Tecnología,,2017-01-23 17:30:00,6.25236573,-75.56767535,2017-01-23 17:30:00|625.236.573|-7.556.767.535|Mujer|31.0|La Candelaria|Vía pública|Raponazo,False,False,La Candelaria,2017,1,17,Lunes,2017-01-01,Tarde (12-17)
